id;names;date_x;score;genre;status;orig_lang;country
4291;Sub Rosa;08/10/2014;63.0;Drama, Romance; Released; English;US
4292;G-Force;09/17/2009 ;55.0;Animation, Family, Fantasy, Action, Adventure, Comedy; Released; English;AU
4293;A Tale of Legendary Libido;04/30/2008 ;60.0;Comedy, Fantasy, Drama; Released; Korean;KR
4294;I Know What You Did Last Summer;11/27/1997 ;59.0;Horror, Thriller, Mystery; Released; English;AU
4295;Ladyhawke;04/25/1985 ;70.0;Adventure, Comedy, Fantasy; Released; English;AU
4296;Accident Man;02/07/2018;61.0;Action, Crime, Thriller; Released; English;AU
4297;Journey to the West: The Demons Strike Back;01/28/2017 ;61.0;Adventure, Fantasy, Action; Released; Chinese;CN
4298;Starship Troopers 2: Hero of the Federation;05/10/2004;43.0;Adventure, Horror, Action, Science Fiction; Released; English;AU
4299;Moontrap: Target Earth;02/07/2017;46.0;Action, Science Fiction, Adventure; Released; English;US
4300;Stowaway;04/22/2021 ;59.0;Science Fiction, Drama, Thriller, Adventure; Released; English;AU
4301;1492: Conquest of Paradise;10/29/1992 ;62.0;Action, Adventure, Drama, History; Released; English;AU
4302;Doraemon: Nobita's Chronicle of the Moon Exploration;03/01/2019;77.0;Animation, Adventure; Released; Japanese;JP
4303;Poltergeist III;06/16/1988 ;52.0;Horror, Thriller; Released; English;AU
4304;The Pyramid;12/05/2014;52.0;Horror; Released; English;US
4305;Witness;05/02/1985;71.0;Crime, Drama, Romance, Thriller; Released; English;AU
4306;Look Who's Back;10/08/2015;68.0;Comedy; Released; German;DE
4307;Fullmetal Alchemist;12/01/2017;54.0;Fantasy, Action, Science Fiction, Adventure; Released; Japanese;JP
4308;It;12/14/2017 ;0.0;; Released; English;BE
4309;Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion;08/22/2015 ;69.0;Action, Animation; Released; Japanese;JP
4310;Urban Legends: Final Cut;09/28/2000 ;48.0;Horror, Mystery, Thriller; Released; English;AU
4311;Four Rooms;03/28/1996 ;58.0;Crime, Comedy; Released; English;AU
4312;The Secret of Moonacre;09/24/2009 ;65.0;Adventure, Fantasy, Drama, Science Fiction, Romance, Family; Released; English;AU
4313;The Wicker Man;12/01/1973;74.0;Horror; Released; English;GB
4314;HOUBA! On the Trail of the Marsupilami;04/04/2012;52.0;Family, Adventure, Comedy; Released; French;FR
4315;Tempus Tormentum;04/17/2018 ;56.0;Horror, Thriller; Released; English;US
4316;Obsession;06/04/2015;64.0;Romance, Thriller; Released; Dutch, Flemish;NL
4317;Respect;08/19/2021 ;68.0;Drama, Music, History; Released; English;AU
4318;The Flyboys;08/15/2008 ;76.0;Adventure, Action; Released; English;US
4319;Errementari: The Blacksmith and the Devil;03/02/2018;64.0;Drama, Fantasy, Horror; Released; Basque;ES
4320;The Jungle Book 2;04/10/2003;59.0;Family, Animation, Adventure; Released; English;AU
4321;Barbie and the Secret Door;09/16/2014 ;72.0;Animation, Family; Released; English;US
4322;Young Older Sister-in-Law 3;01/09/2020;13.0;Romance; Released; Korean;KR
4323;The Ex;03/11/2021;69.0;Horror, Thriller; Released; Russian;RU
4324;Once Upon a Time in China;08/15/1991 ;72.0;Action, Drama; Released; Cantonese;HK
4325;Dancer in the Dark;05/28/2001 ;79.0;Drama, Crime; Released; English;AU
4326;District 13: Ultimatum;02/18/2009 ;64.0;Action, Thriller, Crime; Released; French;FR
4327;The Physician;12/25/2013 ;73.0;Adventure, Drama, History; Released; English;DE
4328;Bring It On;12/14/2000 ;62.0;Comedy; Released; English;AU
4329;Mother's Day;04/28/2016 ;60.0;Comedy, Drama, Romance; Released; English;AU
4330;Trinity Is Still My Name;10/21/1971 ;74.0;Comedy, Western; Released; Italian;IT
4331;The Colony;11/01/2021;57.0;Science Fiction; Released; English;AU
4332;Sexy Sisters;09/01/1977;44.0;Drama; Released; German;DE
4333;Batman: Year One;10/18/2011 ;73.0;Action, Animation, Crime; Released; English;US
4334;Mr. Deeds;08/22/2002 ;58.0;Comedy, Romance; Released; English;AU
4335;Jexi;12/27/2019 ;69.0;Comedy; Released; English;AU
4336;White Palace;10/19/1990 ;62.0;Drama, Romance; Released; English;US
4337;Sonic the Hedgehog: The Movie;01/26/1996 ;68.0;Action, Adventure, Animation, Comedy, Family, Science Fiction; Released; Japanese;JP
4338;Sniper: Reloaded;04/26/2011 ;60.0;War, Action, Thriller, Drama; Released; English;US
4339;Just Friends;02/09/2006;62.0;Comedy, Romance; Released; English;AU
4340;Rounders;11/20/1998 ;70.0;Drama, Crime; Released; English;AU
4341;The Water Man;09/13/2020 ;62.0;Adventure; Released; English;US
4342;My Bossy Girl;12/04/2019;59.0;Comedy, Romance; Released; Korean;KR
4343;Scooby-Doo! & Batman: The Brave and the Bold;01/10/2018;74.0;Animation, Comedy, Action, Family; Released; English;AU
4344;Almost Famous;02/22/2001 ;75.0;Drama, Music; Released; English;AU
4345;The Pool;09/27/2018 ;61.0;Thriller, Horror; Released; Thai;TH
4346;Invasion of the Body Snatchers;12/20/1978 ;72.0;Horror, Mystery, Science Fiction; Released; English;US
4347;House on Haunted Hill;02/10/2000;56.0;Horror, Mystery, Thriller; Released; English;AU
4348;Highlander II: The Quickening;10/31/1991 ;47.0;Fantasy, Science Fiction; Released; English;AU
4349;Moonshot;03/31/2022 ;70.0;Comedy, Romance, Science Fiction; Released; English;AU
4350;Scream;01/08/1981;41.0;Horror, Mystery; Released; English;US
4351;Scream;01/08/1981;41.0;Horror, Mystery; Released; English;US
4352;Hollywood Dirt;09/01/2017;67.0;Drama, Romance; Released; English;US
4353;Kung Pow: Enter the Fist;02/28/2002 ;63.0;Comedy, Action; Released; English;AU
4354;Schoolmistress 3;03/20/2020 ;57.0;Romance; Released; Korean;KR
4355;Grave Encounters;09/18/2012 ;63.0;Thriller, Horror; Released; English;AU
4356;The Labyrinth of Grisaia;04/12/2015;55.0;Animation, Drama, Thriller; Released; Japanese;JP
4357;The Peacemaker;12/04/1997;60.0;Action, Thriller; Released; English;AU
4358;Lifeforce;08/15/1985 ;63.0;Horror, Science Fiction, Thriller; Released; English;AU
4359;City Slickers;08/08/1991;64.0;Comedy, Western; Released; English;AU
4360;Frankenstein;11/19/1931 ;75.0;Drama, Horror, Science Fiction; Released; English;US
4361;Backtrace;12/14/2018 ;53.0;Crime, Action, Thriller, Drama; Released; English;US
4362;The Secret Life of Pets;09/07/2016;63.0;Adventure, Comedy, Animation, Family; Released; English;AU
4363;Animal Farm;11/20/1984 ;69.0;Animation, Drama; Released; English;AU
4364;Confessions of an Invisible Girl;09/22/2021 ;69.0;Comedy, Drama; Released; Portuguese;BR
4365;A League of Their Own;09/10/1992;72.0;Comedy, Drama; Released; English;AU
4366;Hellraiser: Deader;06/07/2005;46.0;Horror, Mystery, Thriller; Released; English;US
4367;UglyDolls;09/12/2019;67.0;Family, Animation, Music; Released; English;AU
4368;Angel Heart;05/14/1987 ;71.0;Horror, Mystery; Released; English;AU
4369;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;08/06/1972;66.0;Comedy; Released; English;US
4370;Grudge Match;01/23/2014 ;61.0;Comedy; Released; English;AU
4371;Overlord: The Undead King;02/25/2017 ;70.0;Animation, Action, Adventure, Fantasy; Released; Japanese;JP
4372;The Wizard of Lies;05/11/2017;67.0;Crime, Drama, History, Thriller, TV Movie; Released; English;US
4373;Next Door Sisters;06/26/2018 ;10.0;Romance; Released; Korean;KR
4374;Doraemon: Nobita's Great Adventure in the South Seas;03/07/1998;70.0;Animation; Released; Japanese;JP
4375;How to Train Your Dragon: Snoggletog Log;12/05/2019;65.0;Animation, Family; Released; English;US
4376;After Yang;04/28/2022 ;64.0;Science Fiction, Drama; Released; English;AU
4377;Rage;05/09/2014;53.0;Action, Crime, Thriller; Released; English;US
4378;The Clovehitch Killer;06/04/2019;64.0;Drama, Mystery, Crime; Released; English;AU
4379;Stasis;06/02/2017;35.0;Adventure, Science Fiction; Released; English;TW
4380;The Ghost and the Darkness;01/09/1997;68.0;Adventure, Action, Thriller; Released; English;AU
4381;Darlin';03/09/2019;54.0;Horror, Thriller, Mystery; Released; English;US
4382;Vehicle 19;06/14/2013 ;54.0;Thriller, Action; Released; English;US
4383;The Ice Storm;09/27/1997 ;69.0;Drama; Released; English;US
4384;A Week Away;03/26/2021 ;69.0;Drama, Music, Romance, Comedy; Released; English;US
4385;Wife for Rent;05/14/2020 ;10.0;Romance; Released; Korean;KR
4386;The Wrong Trousers;08/02/1994;77.0;Animation, Comedy, Family; Released; English;AU
4387;Ironclad;06/24/2011 ;62.0;Romance, Adventure, Action, History; Released; English;AU
4388;One Wild Moment;06/24/2015 ;58.0;Drama, Romance; Released; French;FR
4389;Color Out of Space;02/06/2020;60.0;Mystery, Science Fiction, Horror, Thriller, Drama; Released; English;AU
4390;Julius Caesar;12/27/2002 ;66.0;War, Drama, History; Released; English;US
4391;Fire and Ice;08/26/1983 ;66.0;Animation, Fantasy, Science Fiction; Released; English;US
4392;Fist of the North Star;03/08/1986;69.0;Animation, Action, Science Fiction; Released; Japanese;JP
4393;Shaft;06/15/2000 ;60.0;Action, Adventure, Crime, Thriller; Released; English;US
4394;Shaft;06/15/2000 ;60.0;Action, Adventure, Crime, Thriller; Released; English;US
4395;The Wedding Date;02/04/2005;68.0;Comedy, Romance; Released; English;US
4396;Honey 3: Dare to Dance;09/06/2016;66.0;Music, Drama, Family, Romance; Released; English;US
4397;Saint Paul;12/03/2000;67.0;Drama, History, Adventure; Released; English;US
4398;Emanuelle and the Last Cannibals;10/21/1977 ;50.0;Adventure, Horror; Released; Italian;IT
4399;Bonnie and Clyde;12/19/1967 ;75.0;Crime, Drama; Released; English;AU
4400;Found;10/13/2021 ;74.0;Documentary; Released; English;US
4401;The Dukes of Hazzard: The Beginning;03/04/2007;63.0;Action, Adventure, Comedy, TV Movie; Released; English;US
4402;Serendipity;06/18/2002 ;69.0;Comedy, Romance, Drama; Released; English;AU
4403;Congo;07/06/1995;55.0;Action, Adventure, Science Fiction; Released; English;AU
4404;Game of Death;03/23/1978 ;64.0;Drama, Action, Thriller; Released; Cantonese;HK
4405;3 Ninjas Kick Back;05/06/1994;55.0;Family, Adventure, Action, Comedy; Released; English;US
4406;The Legend of Zhao Yun;01/04/2021;20.0;; Released; Chinese;CN
4407;Barbershop;05/29/2003 ;63.0;Comedy, Drama; Released; English;AU
4408;Empire of Dreams: The Story of the Star Wars Trilogy;09/12/2004;78.0;Documentary; Released; English;US
4409;The Double;10/28/2011 ;58.0;Action, Drama, Crime; Released; English;US
4410;Robert Reborn;06/04/2019;40.0;Horror; Released; English;US
4411;High Lane;06/24/2009 ;61.0;Action, Thriller, Horror; Released; French;FR
4412;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;11/08/2006;67.0;Comedy; Released; English;AU
4413;Pilgrimage;07/13/2017 ;59.0;Action, Adventure, Drama; Released; English;IE
4414;Robot Overlords;07/07/2016;49.0;Science Fiction, Adventure, Action; Released; English;AU
4415;Coast Guard Malaysia: Ops Helang;02/02/2023;30.0;Action; Released; Malay;MY
4416;Hacker;03/28/2019 ;67.0;Action, Family; Released; Danish;DK
4417;Romeo and Juliet;09/25/1968 ;74.0;Drama, Romance; Released; English;US
4418;Walking Tall;02/22/1973 ;67.0;Action, Crime, Drama; Released; English;US
4419;Close;01/18/2019 ;58.0;Action, Adventure, Thriller; Released; English;US
4420;The Money Pit;05/08/1986;65.0;Comedy, Romance; Released; English;AU
4421;Teen Titans: Trouble in Tokyo;09/15/2006 ;77.0;Action, Animation, Family, Science Fiction, TV Movie; Released; English;US
4422;Mercury Rising;04/09/1998;63.0;Action, Crime, Drama, Thriller; Released; English;AU
4423;The Young Master;02/09/1980;68.0;Action, Comedy; Released; Cantonese;HK
4424;North Country;09/12/2005;72.0;Drama; Released; English;US
4425;Kim Possible;02/15/2019 ;56.0;Family, Action, Adventure, Comedy, TV Movie; Released; English;US
4426;Barbie Video Game Hero;09/10/2017;70.0;Animation, Family, Science Fiction; Released; English;AU
4427;The Warriors Gate;11/18/2016 ;66.0;Action, Adventure, Comedy, Family, Fantasy; Released; Central Khmer;CN
4428;Don’t Leave Home;03/10/2018;47.0;Thriller, Mystery; Released; English;US
4429;Kill Switch;06/16/2017 ;48.0;Science Fiction, Action, Thriller; Released; English;US
4430;One Day as a Lion;04/04/2023;70.0;Action, Thriller, Crime; Released; English;US
4431;The General's Daughter;11/04/1999;64.0;Thriller, Mystery, Drama, Crime; Released; English;AU
4432;Animal Instincts II;08/24/1994 ;26.0;Drama, Thriller; Released; English;US
4433;Guilty of Romance;01/21/2011 ;70.0;Drama, Thriller, Horror, Mystery; Released; Japanese;JP
4434;Thelma;02/01/2018;69.0;Drama, Mystery, Thriller; Released; Norwegian;AU
4435;Holy Spider;10/13/2022 ;75.0;Crime, Drama, Thriller; Released; Persian;DK
4436;Tomorrow is Today;11/29/2022 ;63.0;Comedy; Released; Spanish, Castilian;ES
4437;Sexy Night Report n. 2;04/20/1978 ;66.0;Drama; Released; Italian;IT
4438;U.S. Marshals;04/30/1998 ;65.0;Thriller, Crime, Action; Released; English;AU
4439;Big Fat Liar;07/11/2002;58.0;Family, Comedy, Adventure; Released; English;AU
4440;The Thomas Crown Affair;06/01/1969;69.0;Crime, Drama, Romance, Thriller; Released; English;AU
4441;[REC]²;10/01/2009;66.0;Thriller, Horror; Released; Spanish, Castilian;ES
4442;Sword of the Stranger;09/29/2007 ;76.0;Action, Animation, History; Released; Japanese;JP
4443;Status Update;02/09/2018;74.0;Comedy, Fantasy, Science Fiction; Released; English;US
4444;Barton Fink;10/29/1991 ;75.0;Comedy, Drama, Thriller, Mystery; Released; English;AU
4445;The Exorcism of Anna Ecklund;03/07/2016;37.0;Thriller, Horror; Released; English;GB
4446;If Only;01/23/2004 ;70.0;Fantasy, Drama, Romance; Released; English;US
4447;Paycheck;03/18/2004 ;62.0;Action, Adventure, Mystery, Science Fiction, Thriller; Released; English;AU
4448;Tango & Cash;02/22/1990 ;64.0;Action, Adventure, Comedy, Thriller; Released; English;AU
4449;Blood-C: The Last Dark;11/06/2013;74.0;Action, Horror, Science Fiction, Animation; Released; Japanese;AU
4450;Miracle of Marcellino;12/19/1991 ;62.0;Drama; Released; Italian;ES
4451;Free Fire;11/26/2016 ;63.0;Action, Crime, Mystery; Released; English;AU
4452;Cockneys vs Zombies;08/31/2012 ;57.0;Comedy, Horror; Released; English;GB
4453;Happier Than Ever: A Love Letter to Los Angeles;09/03/2021;80.0;Music, Documentary; Released; English;AU
4454;Apollo 11;07/11/2019;79.0;Documentary, History; Released; English;AU
4455;Eight Legged Freaks;09/26/2002 ;57.0;Action, Comedy, Horror, Thriller; Released; English;AU
4456;Jersey Girl;04/05/2004;61.0;Comedy, Romance, Drama; Released; English;AU
4457;The Condemned 2;11/06/2015;51.0;Action; Released; English;US
4458;Innerspace;10/01/2020;68.0;Action, Comedy, Science Fiction; Released; English;AU
4459;The Bride of Frankenstein;04/20/1935 ;76.0;Drama, Horror, Science Fiction; Released; English;US
4460;Ip Man;12/18/2008 ;77.0;Drama, Action, History; Released; Cantonese;AU
4461;Anchorman 2: The Legend Continues;12/19/2013 ;61.0;Comedy; Released; English;AU
4462;Passenger 57;03/18/1993 ;59.0;Action, Adventure, Thriller; Released; English;AU
4463;V/H/S/94;09/26/2021 ;62.0;Horror, Thriller; Released; English;US
4464;Final Fantasy: The Spirits Within;07/26/2001 ;62.0;Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation; Released; English;AU
4465;Intruders;01/15/2016 ;59.0;Drama, Thriller, Horror; Released; English;US
4466;A Woman With No Filter;01/12/2018;78.0;Comedy; Released; Spanish, Castilian;MX
4467;Are We There Yet?;05/05/2005;56.0;Family, Adventure, Comedy, Romance; Released; English;AU
4468;Crocodile Dundee;10/24/1986 ;64.0;Adventure, Comedy; Released; English;AU
4469;Merry Madagascar;11/16/2009 ;65.0;Family, Animation; Released; English;US
4470;Asterix: The Secret of the Magic Potion;12/05/2018;69.0;Family, Animation, Comedy, Adventure; Released; French;FR
4471;The Woman in Red;08/15/1984 ;62.0;Comedy, Romance; Released; English;US
4472;Good Time;10/12/2017;72.0;Thriller, Crime; Released; English;AU
4473;The Other Boleyn Girl;03/13/2008 ;66.0;Drama, Romance, History; Released; English;AU
4474;No Escape;10/27/1994 ;63.0;Action, Drama, Science Fiction, Thriller; Released; English;AU
4475;Scooby-Doo! and WWE: Curse of the Speed Demon;08/10/2016;76.0;Family, Animation, Comedy, Mystery; Released; English;AU
4476;Detective Conan: Private Eye in the Distant Sea;04/19/2013 ;66.0;Action, Animation, Drama; Released; Japanese;JP
4477;What If;09/07/2013;67.0;Drama, Comedy, Romance; Released; English;CA
4478;Chloe;10/14/2010 ;61.0;Drama, Thriller, Mystery; Released; English;AU
4479;Howling Village;02/07/2020;60.0;Horror, Mystery, Thriller; Released; Japanese;JP
4480;The Virginity Hit;09/24/2010 ;46.0;Comedy; Released; English;US
4481;Ju-on: The Grudge 2;08/23/2003 ;63.0;Horror, Thriller; Released; Japanese;JP
4482;The Batman vs. Dracula;10/18/2005 ;70.0;Animation, Action, Fantasy, Mystery; Released; English;US
4483;Goal! III : Taking On The World;06/22/2009 ;40.0;Drama; Released; English;DE
4484;Ikiru;04/07/2006;83.0;Drama; Released; Japanese;AU
4485;Jawbreaker;01/30/1999 ;63.0;Comedy, Crime; Released; English;US
4486;Fast Times at Ridgemont High;06/09/1995;68.0;Comedy; Released; English;AU
4487;Sniper: Assassin's End;06/16/2020 ;63.0;Action; Released; English;US
4488;A Higher Law;11/04/2021;80.0;Drama, Romance; Released; Romanian;GR
4489;Hentai-shiatsu-shi: Shikiyoku no kyôen;12/22/1971 ;90.0;; Released; Japanese;JP
4490;Star Trek: Generations;02/10/1995;65.0;Science Fiction, Action, Adventure, Thriller; Released; English;AU
4491;Water and Fire;11/15/2013 ;78.0;Drama, Romance; Released; Turkish;TR
4492;Wild Orchid;04/27/1990 ;53.0;Romance, Drama; Released; English;US
4493;The Story of O;08/27/1975 ;57.0;Drama; Released; French;FR
4494;Asterix: The Mansions of the Gods;01/16/2015 ;68.0;Animation, Comedy, Adventure, Family; Released; French;AU
4495;Hudson Hawk;06/20/1991 ;57.0;Action, Adventure, Comedy; Released; English;AU
4496;The Wave;03/11/2008;75.0;Drama, Thriller; Released; German;DE
4497;RocknRolla;09/04/2008;70.0;Action, Crime, Thriller; Released; English;AU
4498;El Mariachi;02/22/1993 ;67.0;Action, Crime, Thriller; Released; Spanish, Castilian;AU
4499;Rugrats Go Wild;06/13/2003 ;62.0;Animation, Family, Adventure, Comedy; Released; English;US
4500;Flatliners;01/03/2018;57.0;Drama, Horror, Thriller; Released; English;AU
4501;Flatliners;01/03/2018;57.0;Drama, Horror, Thriller; Released; English;AU
4502;Pete's Dragon;04/13/1978 ;64.0;Fantasy, Animation, Comedy, Family; Released; English;AU
4503;Idle Hands;12/09/1999;61.0;Comedy, Horror, Fantasy; Released; English;AU
4504;The Erotic Dreams of Cleopatra;07/24/1985 ;63.0;Romance; Released; Italian;FR
4505;Black Fox;10/05/2019;70.0;Animation, Action, Drama, Science Fiction; Released; Japanese;JP
4506;Young Lady Chatterley;05/15/1977 ;51.0;Comedy, Drama; Released; English;US
4507;Cargo;10/06/2017;64.0;Drama, Thriller, Horror; Released; English;AU
4508;Barry Lyndon;11/26/1975 ;80.0;Drama, Romance, War; Released; English;GB
4509;A Nightmare on Elm Street: The Dream Child;08/11/1989;54.0;Horror, Thriller; Released; English;US
4510;Flight of the Navigator;04/10/1987;69.0;Family, Science Fiction, Adventure; Released; English;AU
4511;Stepping into Love;04/06/2023;0.0;TV Movie, Comedy, Romance; Released; English;DE
4512;They Call Me Trinity;12/22/1970 ;76.0;Action, Comedy, Western; Released; Italian;IT
4513;Future World;05/25/2018 ;44.0;Science Fiction; Released; English;US
4514;Westworld;11/21/1973 ;68.0;Adventure, Science Fiction, Western; Released; English;AU
4515;Titanic;04/11/1953;66.0;Drama, Romance; Released; English;US
4516;The Closet;02/05/2020;73.0;Horror, Thriller; Released; Korean;KR
4517;Casper's Scare School;10/20/2006 ;51.0;Adventure, Animation, Comedy, Family, Fantasy; Released; English;US
4518;Security;06/16/2021 ;56.0;Thriller; Released; Italian;AU
4519;The Happytime Murders;11/21/2018 ;57.0;Action, Comedy, Crime; Released; English;AU
4520;A Perfect World;11/24/1993 ;75.0;Crime, Drama, Thriller; Released; English;US
4521;The Nanny Diaries;10/04/2007;64.0;Comedy, Drama, Romance; Released; English;AU
4522;Happiest Season;11/26/2020 ;74.0;Romance, Comedy; Released; English;AU
4523;LEGO Star Wars Holiday Special;11/17/2020 ;67.0;Animation, Family, Adventure, Comedy, Science Fiction, Action, TV Movie; Released; English;AU
4524;Sofia the First: Once Upon a Princess;11/18/2012 ;73.0;Animation, Family; Released; English;US
4525;Poetic Justice;07/23/1993 ;69.0;Drama, Romance; Released; English;US
4526;Waves;07/09/2020;74.0;Romance, Drama; Released; English;AU
4527;What a Good Secretary Wants;05/20/2016 ;50.0;Romance, Drama; Released; Korean;KR
4528;Colette;12/10/2018;69.0;Drama, History; Released; English;AU
4529;Blade Runner: Black Out 2022;01/17/2018 ;72.0;Action, Animation, Science Fiction; Released; English;AU
4530;I Spit on Your Grave: Déjà Vu;04/23/2019 ;30.0;Horror, Thriller; Released; English;US
4531;Attraction;04/22/2001 ;71.0;Thriller, Romance; Released; English;US
4532;Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix;08/20/1994 ;77.0;Animation, Comedy; Released; Japanese;JP
4533;Death Wish II;02/20/1982 ;63.0;Action, Crime, Drama; Released; English;US
4534;Pokémon: Giratina and the Sky Warrior;07/19/2008 ;68.0;Family, Adventure, Animation, Fantasy; Released; Japanese;JP
4535;Hot Tub Time Machine 2;09/02/2015;52.0;Comedy; Released; English;AU
4536;NiNoKuni;08/23/2019 ;66.0;Animation, Action, Adventure, Family, Fantasy, Romance; Released; Japanese;JP
4537;Xtreme;06/04/2021;65.0;Action, Adventure, Crime; Released; Spanish, Castilian;AU
4538;The Whole Nine Yards;03/30/2000 ;64.0;Comedy, Crime; Released; English;AU
4539;The King of Comedy;02/18/1983 ;78.0;Drama, Comedy; Released; English;US
4540;El Padrecito;09/03/1964;79.0;Comedy; Released; Spanish, Castilian;MX
4541;Extreme Job;01/23/2019 ;70.0;Action, Comedy, Crime; Released; Korean;KR
4542;Mansfield Park;03/18/2007 ;61.0;Drama, TV Movie; Released; English;GB
4543;The Wrestler;01/09/2009;75.0;Drama, Romance; Released; English;AU
4544;X-Deal 2;03/25/2022 ;73.0;Drama; Released; Tagalog;PH
4545;The Legend of the Chupacabras;10/21/2016 ;71.0;Animation, Action, Adventure, Fantasy, Horror, History, Family; Released; Spanish, Castilian;MX
4546;Dirty Sexy Saint;12/08/2019;65.0;Romance, Drama, Comedy; Released; English;US
4547;The Secret: Dare to Dream;10/01/2020;73.0;Drama, Romance; Released; English;AU
4548;Bedknobs and Broomsticks;12/07/1971;70.0;Adventure, Fantasy, Comedy, Family, Music; Released; English;AU
4549;Dorian Gray;09/09/2009;60.0;Fantasy, Drama, Thriller; Released; English;GB
4550;Victor Frankenstein;03/10/2016;59.0;Drama, Science Fiction, Thriller; Released; English;AU
4551;Fruitvale Station;01/28/2014 ;74.0;Drama; Released; English;AU
4552;Bachelorette;09/05/2012;54.0;Comedy, Romance; Released; English;AU
4553;Young Adult;01/19/2012 ;58.0;Comedy, Drama; Released; English;AU
4554;The Bubble;04/01/2022;47.0;Comedy; Released; English;AU
4555;Blue Is the Warmest Color;11/16/2013 ;71.0;Romance, Drama; Released; French;AU
4556;The Pig Keeper's Daughter;08/18/1972 ;48.0;Comedy; Released; English;DE
4557;Unthinkable;12/15/2010 ;67.0;Drama, Thriller; Released; English;AU
4558;Burn After Reading;09/11/2008;66.0;Comedy, Drama; Released; English;AU
4559;Prisoners of the Ghostland;08/31/2021 ;52.0;Action, Fantasy, Horror; Released; English;AU
4560;Antiporno;01/28/2017 ;68.0;Drama, Mystery; Released; Japanese;JP
4561;Flubber;12/26/1997 ;56.0;Comedy, Family, Science Fiction; Released; English;AU
4562;Halloween: Resurrection;11/28/2002 ;47.0;Horror, Thriller; Released; English;AU
4563;Police Story 2;09/08/1989;70.0;Action, Crime, Thriller; Released; Cantonese;AU
4564;LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout;06/21/2016 ;69.0;Animation, Family, Adventure, Action, Comedy; Released; English;US
4565;Assassin's Creed: Ascendance;11/16/2010 ;57.0;Animation, Action; Released; English;US
4566;La Haine;02/22/1996 ;81.0;Drama; Released; French;AU
4567;Nicky Larson and the Cupid's Perfume;02/06/2019;65.0;Adventure, Comedy; Released; French;FR
4568;Streets of Fire;06/01/1984;69.0;Action; Released; English;US
4569;The Novice;12/17/2021 ;67.0;Drama, Thriller; Released; English;US
4570;The Possession;12/19/2012 ;60.0;Horror, Thriller; Released; English;AU
4571;Act of Valor;05/02/2012;65.0;Action, Thriller, War; Released; English;AU
4572;Emmanuelle;06/25/1974 ;59.0;Drama, Romance; Released; French;FR
4573;Marvel Studios: Assembling a Universe;03/18/2014 ;70.0;Documentary, TV Movie; Released; English;US
4574;Beasts of No Nation;10/16/2015 ;76.0;Drama, War; Released; English;US
4575;Richard Jewell;02/13/2020 ;74.0;Drama, History, Crime; Released; English;AU
4576;Standoff;02/26/2016 ;60.0;Thriller, Drama; Released; English;US
4577;Inside Man: Most Wanted;09/24/2019 ;66.0;Action, Crime, Thriller; Released; English;US
4578;Silver Bullet;10/11/1985;66.0;Horror; Released; English;US
4579;1922;10/20/2017 ;59.0;Horror, Crime, Drama; Released; English;AU
4580;The Prophecy;09/01/1995;65.0;Horror, Fantasy, Thriller; Released; English;US
4581;Once Upon a Time in Venice;06/16/2017 ;52.0;Action, Comedy, Thriller, Mystery; Released; English;US
4582;My Babysitter's a Vampire;06/10/2011;69.0;Adventure, Comedy, Family, Fantasy, TV Movie, Horror; Released; English;US
4583;Only Yesterday;09/01/2006;74.0;Animation, Drama, Romance; Released; Japanese;AU
4584;Something Borrowed;05/05/2011;63.0;Comedy, Drama, Romance; Released; English;AU
4585;Deadly Illusions;03/18/2021 ;50.0;Thriller, Drama; Released; English;GB
4586;Paper Lives;03/12/2021;81.0;Drama; Released; Turkish;TR
4587;Downrange;03/01/2018;58.0;Thriller, Horror; Released; English;US
4588;Born to Race;03/19/2011 ;69.0;Action; Released; English;US
4589;This Means War;02/14/2012 ;61.0;Action, Comedy, Romance; Released; English;AU
4590;Mike's New Car;05/24/2002 ;69.0;Animation, Comedy, Family, Fantasy; Released; English;US
4591;Enough;10/16/2002 ;67.0;Drama, Thriller; Released; English;AU
4592;The Dirt;03/22/2019 ;75.0;Drama, Music, History, Comedy; Released; English;AU
4593;SPL: Kill Zone;11/18/2005 ;70.0;Action, Crime, Drama, Thriller; Released; Chinese;HK
4594;Ebola Syndrome;06/15/1996 ;63.0;Horror, Crime; Released; Cantonese;HK
4595;Un Chien Andalou;06/05/1929;75.0;Fantasy; Released; French;FR
4596;Jan Dara;09/28/2001 ;64.0;Romance, Drama; Released; Thai;TH
4597;Dragons Forever;02/11/1988;72.0;Action, Comedy, Romance; Released; Cantonese;HK
4598;100 Girls;09/01/2000;58.0;Comedy, Drama, Romance; Released; English;US
4599;Metropolis;05/26/2001 ;71.0;Animation, Science Fiction; Released; Japanese;JP
4600;Born on the Fourth of July;02/08/1990;70.0;Drama, War; Released; English;AU
4601;Lamb;10/14/2021 ;65.0;Drama, Fantasy, Horror; Released; Icelandic;AU
4602;A Most Violent Year;02/26/2015 ;66.0;Crime, Drama, Thriller; Released; English;AU
